stage,teams,result
group-stage,gambit-youngsters nemiga,1
group-stage,hard-legion hellraisers,1
group-stage,hard-legion nemiga,1
group-stage,havu-gaming gambit-youngsters,2
group-stage,hellraisers agf,2
group-stage,hellraisers fate,2
group-stage,nemiga apeks,1
group-stage,nordavind alternate,2
group-stage,nordavind hard-legion,1
playoff,agf godsent,2
playoff,alternate apeks,2
playoff,gambit-youngsters godsent,2
playoff,gambit-youngsters hard-legion,1
playoff,gambit-youngsters made-in-brazil,1
playoff,godsent havu-gaming,1
playoff,made-in-brazil apeks,1
playoff,north agf,2
playoff,vp gambit-youngsters,2
group-stage,agf espada,2
group-stage,agf vp,2
group-stage,ago-gaming agf,2
group-stage,ago-gaming fate,1
group-stage,ago-gaming havu-gaming,1
group-stage,ago-gaming izako-boars,2
group-stage,apeks espada,2
group-stage,espada hellraisers,1
group-stage,espada nemiga,2
group-stage,hellraisers c0ntact,1
group-stage,hellraisers galaxy-racer,1
group-stage,hellraisers vp,2
group-stage,movistar-riders hellraisers,2
group-stage,nemiga izako-boars,1
group-stage,nemiga wisla-krakow,1
group-stage,secret ago-gaming,1
group-stage,vp heretics,1
playoff,agf espada,2
playoff,espada vp,2
playoff,forze vp,2
playoff,gambit heretics,1
playoff,gambit saw,1
playoff,gambit vp,1
playoff,godsent espada,2
playoff,nemiga hellraisers,1
playoff,saw nemiga,1
playoff,vp wisla-krakow,1
group-stage,ldlc pact,1
group-stage,ldlc young-ninjas,1
group-stage,natus-vincere-junior ldlc,2
playoff,ence skade,1
playoff,endpoint ldlc,1
playoff,entropiq endpoint,1
playoff,fiend ence,2
playoff,fiend entropiq,1
playoff,forze fiend,2
playoff,team-dignitas ence,2
playoff,team-dignitas young-ninjas,1
cis-qualifier,espada k23,1
cis-qualifier,k23 noname-esports,1
cis-qualifier,notbad espada,2
group-stage,arcy vega-squadron,1
group-stage,bluejays epsilon,2
group-stage,copenhagen-flames dream-eaters,1
group-stage,copenhagen-flames dream-eaters,1
group-stage,copenhagen-flames epsilon,2
group-stage,dream-eaters bluejays,1
group-stage,espada nordavind,2
group-stage,forze cats,2
group-stage,forze cats,1
group-stage,forze espada,1
group-stage,nemiga tricked,2
group-stage,nemiga vp,1
group-stage,sharks unique,2
group-stage,tricked chaos-esports-club,1
group-stage,unique vega-squadron,2
group-stage,vega-squadron sharks,1
group-stage,vp chaos-esports-club,1
group-stage,vp nemiga,2
playoff,epsilon forze,2
playoff,forze arcy,1
playoff,nemiga epsilon,2
playoff,nordavind forze,1
playoff,nordavind tricked,1
playoff,nordavind vega-squadron,1
playoff,tricked copenhagen-flames,1
playoff,ago-gaming devils-one,2
playoff,ago-gaming x-kom,1
playoff,ago-gaming x-kom,2
group-stage,knights order,1
playoff,alternate quantum-bellator,2
playoff,alternate vega-squadron,2
playoff,elements alternate,2
playoff,elements hollywood,2
playoff,forze quantum-bellator,1
playoff,pro100 quantum-bellator,2
playoff,sprout pro100,1
playoff,vega-squadron forze,1
playoff,vega-squadron hollywood,1
playoff,avangar hollywood,1
playoff,avangar pro100,1
playoff,avangar pro100,1
playoff,elements a114u,1
playoff,elements avangar,2
playoff,elements space-jam,1
playoff,goodjob dream-eaters,1
playoff,goodjob elements,2
playoff,pro100 elements,1
playoff,pro100 goodjob,1
playoff,pro100 space-jam,1
playoff,space-jam dream-eaters,1
closed-qualifier,avangar smoke-criminals,1
closed-qualifier,bx3 pro100,1
closed-qualifier,nemiga avangar,2
closed-qualifier,pro100 bx3,2
closed-qualifier,pro100 forze,1
group-stage,ex-outlaws avangar,1
group-stage,nemiga quantum-bellator,1
group-stage,penta nemiga,2
group-stage,quantum-bellator bx3,1
group-stage,seed quantum-bellator,1
group-stage,singularity avangar,1
playoff,elements espada,1
playoff,elements quantum-bellator,1
playoff,spirit elements,1
playoff,xpc quantum-bellator,2
playoff,giants-gaming team-hd,1
playoff,offset giants-gaming,2
regular-season,asp-esports giants-gaming,2
regular-season,for-the-win-evo giants-gaming,2
regular-season,giants-gaming defining-stars,1
regular-season,giants-gaming electronik-generation,1
regular-season,giants-gaming offset,2
regular-season,giants-gaming team-hd,1
regular-season,panthers giants-gaming,0
playoff,giants-gaming k1ck-esports,2
playoff,gtz-bulls-esports giants-gaming,2
playoff,k1ck-esports giants-gaming,2
playoff,offset giants-gaming,2
regular-season,asp-esports giants-gaming,2
regular-season,giants-gaming electronik-generation,1
regular-season,giants-gaming k1ck-esports,1
regular-season,giants-gaming panthers,1
regular-season,gtz-bulls-esports giants-gaming,2
regular-season,offset giants-gaming,2
regular-season,team-hd giants-gaming,2
playoff,giants-gaming gtz-bulls-esports,2
regular-season,giants-gaming electronik-generation,1
regular-season,giants-gaming for-the-win-evo,1
regular-season,giants-gaming k1ck-esports,1
regular-season,grow-up giants-gaming,2
regular-season,gtz-bulls-esports giants-gaming,2
regular-season,offset giants-gaming,0
regular-season,xf-iberia giants-gaming,2
playoff,giants-gaming for-the-win-evo,1
playoff,giants-gaming offset,1
playoff,offset giants-gaming,2
regular-season,exploit giants-gaming,2
regular-season,for-the-win-evo giants-gaming,2
regular-season,giants-gaming electronik-generation,1
regular-season,giants-gaming galactics,1
regular-season,giants-gaming grow-up,1
regular-season,giants-gaming gtz-bulls-esports,1
regular-season,offset giants-gaming,0
playoff,giants-gaming baecon-gaming-group,1
playoff,saw giants-gaming,1
regular-season,exploit giants-gaming,2
regular-season,for-the-win giants-gaming,0
regular-season,galactics giants-gaming,2
regular-season,giants-gaming baecon-gaming-group,2
regular-season,giants-gaming gtz-bulls-esports,1
regular-season,giants-gaming offset,1
regular-season,saw giants-gaming,1
playoff,giants-gaming baecon-gaming-group,2
playoff,saw giants-gaming,2
regular-season,for-the-win giants-gaming,2
regular-season,giants-gaming baecon-gaming-group,0
regular-season,giants-gaming exploit,0
regular-season,giants-gaming offset,1
regular-season,giants-gaming qlash,2
regular-season,saw giants-gaming,1
regular-season,zerozone giants-gaming,0
playoff,brandbergen quantum-bellator,1
playoff,denied quantum-bellator,2
group-stage,enterprise entropiq,2
group-stage,entropiq sampi,1
playoff,entropiq esuba,1
playoff,sinners-ch entropiq,1
playoff,hard-legion 1win,1
playoff,unique hard-legion,2
playoff,alternate big,2
playoff,alternate epikk-esports,1
playoff,big unicorns-of-love,1
playoff,sprout alternate,2
playoff,unicorns-of-love sprout,2
closed-qualifier,alternate cowana,1
closed-qualifier,alternate esport-rhein-neckar,1
closed-qualifier,alternate kolossus,1
closed-qualifier,alternate kolossus,1
closed-qualifier,alternate ttc,2
closed-qualifier,epic-dudes penta,2
closed-qualifier,esport-rhein-neckar penta,2
closed-qualifier,no-limit-gaming penta,2
closed-qualifier,penta esport-rhein-neckar,1
closed-qualifier,penta ttc,2
closed-qualifier,penta unicorns-of-love,2
closed-qualifier,planetkey-dynamics alternate,2
playoff,alternate no-limit-gaming,1
playoff,big alternate,1
playoff,big unicorns-of-love,1
playoff,sprout alternate,2
playoff,sprout unicorns-of-love,1
playoff,nemiga pokamolodoy,1
playoff,nemiga zorka,1
closed-qualifier,bpro elements,1
closed-qualifier,elements team-spirit-academy,1
closed-qualifier,epsilon havu-gaming,1
closed-qualifier,epsilon spray-n-pray,2
closed-qualifier,goodjob epsilon,1
closed-qualifier,pro100 bpro,1
closed-qualifier,pro100 elements,1
closed-qualifier,seed elements,1
closed-qualifier,seed pro100,2
closed-qualifier,spirit epsilon,2
closed-qualifier,team-spirit-academy pro100,2
playoff,pro100 seed,1
playoff,pro100 seed,2
playoff,spray-n-pray pro100,2
playoff,dream-eaters unique,1
playoff,k23 dream-eaters,2
playoff,k23 goodjob,1
playoff,k23 nemiga,1
playoff,winstrike dream-eaters,2
group-stage,clg astralis,2
group-stage,envyus clg,2
group-stage,flipsid3 mousesports,2
group-stage,gambit clg,2
group-stage,luminosity mousesports,1
group-stage,nip flipsid3,1
group-stage,nip luminosity,2
last-chance,ence penta,1
last-chance,sk ence,1
main-qualifier,clg splyce,2
main-qualifier,clg vexed,1
main-qualifier,flipsid3 g2-esports,2
main-qualifier,flipsid3 tempo-storm,1
main-qualifier,flipsid3 the-foundation,1
main-qualifier,g2-esports tempo-storm,1
main-qualifier,sk clg,2
main-qualifier,team-dignitas cloud9,2
main-qualifier,team-dignitas renegades,2
main-qualifier,the-foundation tempo-storm,2
playoff,liquid clg,1
playoff,liquid luminosity,2
playoff,luminosity vp,1
playoff,navi luminosity,2
playoff,big vp,2
playoff,furia gamerlegion,2
playoff,windigo gamerlegion,1
playoff,windigo vp,1
playoff,hellraisers giants-gaming,1
playoff,quantum-bellator movistar-riders,1
playoff,sk hellraisers,1
playoff,sk quantum-bellator,1
playoff,tempo-storm giants-gaming,2
group-stage,elements ballogando,2
group-stage,elements zoctai,2
group-stage,igame.com quantum-bellator,1
group-stage,opaa quantum-bellator,2
group-stage,quantum-bellator team-envyus-academy,2
playoff,bx3 quantum-bellator,1
playoff,pride quantum-bellator,1
group-stage,ago-gaming kinguin,1
group-stage,bx3 epsilon,2
group-stage,epsilon bx3,1
group-stage,epsilon extatus,2
group-stage,kinguin singularity,2
group-stage,team-envyus-academy pro100,2
group-stage,tricked pro100,2
group-stage,windigo alternate,2
group-stage,windigo nexus,2
playoff,pro100 ago-gaming,1
playoff,pro100 ago-gaming,2
playoff,pro100 alternate,1
playoff,pro100 epsilon,1
playoff,team-envyus-academy epsilon,1
group-stage,the-mongolz emc,1
group-stage,the-mongolz mineski,1
group-stage,the-mongolz signature,1
group-stage,vici-gaming boot,1
group-stage,vici-gaming vici-gaming-potential,1
playoff,boot the-mongolz,2
playoff,dream-s-cape vici-gaming,2
playoff,the-mongolz dream-s-cape,1
playoff,the-mongolz vici-gaming,1
playoff,the-mongolz vici-gaming,2
playoff,vici-gaming fire-dragoon-e-sports,1
playoff,vici-gaming signature,1
playoff,vici-gaming signature,1
cis,espada elquvet,1
cis,gambit-youngsters espada,1
cis,gambit-youngsters raregods,1
cis,gambit-youngsters se7en,1
cis,k23 raregods,2
cis,kavo pro100,2
cis,raregods pro100,1
playoff,ex-epsilon vici-gaming,1
playoff,gambit-youngsters ex-epsilon,1
playoff,gambit-youngsters ex-epsilon,1
playoff,vici-gaming gambit-youngsters,2
playoff,vici-gaming riot-squad-esports,1
playoff,avangar eunited,2
playoff,complexity-gaming avangar,2
playoff,complexity-gaming eunited,1
playoff,complexity-gaming movistar-riders,1
playoff,eunited avangar,2
playoff,movistar-riders avangar,2
playoff,eunited just-for-fun,2
playoff,eunited rap-gang,1
playoff,eunited rbg,1
group-stage,one chaos-esports-club,2
group-stage,one infinity-esports,1
group-stage,swedish-canadians one,0
playoff,one alcoholics-anonymous,1
playoff,one triumph,2
playoff,recon-5 one,2
playoff,new cloud9,2
playoff,triumph cloud9,1
playoff,godsent bad-news-bears,1
playoff,godsent party-astronauts,1
playoff,one godsent,2
playoff,one rbg,1
playoff,pain-gaming one,2
playoff,one levitate,2
playoff,chaos-esports-club one,1
playoff,new one,2
group-stage,ago-gaming kinguin,1
group-stage,alientech godsent,2
group-stage,godsent windigo,2
group-stage,kinguin lpsp,2
group-stage,ldlc godsent,2
group-stage,ldlc windigo,2
group-stage,sj kinguin,2
group-stage,windigo alientech,1
playoff,godsent ago-gaming,2
playoff,windigo ago-gaming,2
playoff,windigo lpsp,1
asia,ehome tyloo,2
asia,ehome tyloo,2
asia,invictus-gaming tyloo,1
asia,lucid-dream tyloo,2
asia,recall-the-end vici-gaming,2
asia,tyloo boom,1
asia,tyloo lynn-vision,1
asia,vici-gaming b.o.o.t-d-s,1
asia,vici-gaming big-time-regal-gaming,1
asia,vici-gaming big-time-regal-gaming,2
europe,copenhagen-flames nemiga,2
europe,heretics nemiga,2
europe,k23 nordavind,1
europe,nemiga k23,2
europe,nordavind k23,2
europe,nordavind nemiga,1
europe,sj k23,1
europe,sj k23,2
playoff,big-time-regal-gaming tyloo,2
playoff,k23 big-time-regal-gaming,1
playoff,k23 tyloo,1
playoff,tyloo k23,2
playoff,tyloo keyd-stars,1
group-stage,cr4zy adaptation,1
group-stage,cr4zy esport-rhein-neckar,1
group-stage,hellraisers big-academy,1
group-stage,hellraisers nexus,2
group-stage,nexus hellraisers,1
playoff,cr4zy agf,2
playoff,endpoint alternate,2
playoff,gambit-youngsters alternate,1
playoff,gambit-youngsters k23,1
playoff,hard-legion agf,1
playoff,hard-legion avez,1
playoff,hard-legion gambit-youngsters,2
playoff,k23 illuminar-gaming,1
playoff,s-gaming alternate,2
swiss-stage,agf ldlc,1
swiss-stage,alternate honoris,1
swiss-stage,alternate s-gaming,2
swiss-stage,alternate saw,1
swiss-stage,cr4zy avez,2
swiss-stage,fate cr4zy,2
swiss-stage,fate k23,2
swiss-stage,k23 level-up,1
swiss-stage,k23 s-gaming,1
swiss-stage,ldlc alternate,2
swiss-stage,ldlc cr4zy,2
swiss-stage,level-up alternate,1
swiss-stage,nexus ldlc,2
swiss-stage,saw cr4zy,2
group-stage,cr4zy excellency,1
group-stage,cr4zy lilmix,1
group-stage,ldlc big-academy,1
group-stage,ldlc sinners-ch,1
playoff,endpoint ldlc,2
playoff,gambit-youngsters alternate,1
playoff,gambit-youngsters ldlc,1
playoff,hard-legion k23,2
playoff,k23 gambit-youngsters,2
playoff,k23 tikitakan,1
playoff,k23 winstrike,1
playoff,ldlc s-gaming,1
playoff,nordavind gambit-youngsters,2
swiss-stage,alternate cr4zy,1
swiss-stage,alternate gamerlegion,1
swiss-stage,alternate izako-boars,2
swiss-stage,cr4zy ldlc,2
swiss-stage,cr4zy level-up,1
swiss-stage,cr4zy tikitakan,2
swiss-stage,excellency alternate,2
swiss-stage,gambit-youngsters ldlc,1
swiss-stage,illuminar-gaming cr4zy,2
swiss-stage,izako-boars gambit-youngsters,2
swiss-stage,k23 avez,1
swiss-stage,k23 excellency,1
swiss-stage,k23 gamerlegion,1
swiss-stage,ldlc gamerlegion,1
swiss-stage,s-gaming ldlc,2
swiss-stage,tikitakan alternate,1
swiss-stage,tikitakan gambit-youngsters,2
group-stage,hellraisers nexus,1
group-stage,hellraisers sj,1
playoff,forze kova-esports,1
playoff,gambit-youngsters hellraisers,1
playoff,gambit-youngsters spirit,2
playoff,hellraisers galaxy-racer,1
playoff,made-in-brazil wisla-krakow,2
playoff,north forze,1
playoff,skade k23,2
playoff,spirit k23,1
playoff,spirit wisla-krakow,1
playoff,wisla-krakow north,1
swiss-stage,cr4zy avez,2
swiss-stage,cr4zy hellraisers,2
swiss-stage,cr4zy nordavind,1
swiss-stage,forze copenhagen-flames,1
swiss-stage,forze fate,1
swiss-stage,galaxy-racer cr4zy,2
swiss-stage,hellraisers skade,1
swiss-stage,k23 forze,1
swiss-stage,k23 sj,1
swiss-stage,kova-esports hellraisers,2
swiss-stage,kova-esports k23,2
swiss-stage,singularity forze,2
swiss-stage,skade cr4zy,1
swiss-stage,wisla-krakow k23,1
group-stage,hellraisers s-gaming,1
group-stage,nexus hellraisers,2
playoff,gambit-youngsters godsent,1
playoff,gambit-youngsters sprout,1
playoff,gambit-youngsters vp,1
playoff,godsent espada,1
playoff,godsent k23,1
playoff,k23 wisla-krakow,1
playoff,secret hellraisers,1
playoff,sprout forze,1
playoff,vp secret,1
playoff,winstrike espada,2
swiss-stage,espada imperial-br,1
swiss-stage,espada s-gaming,2
swiss-stage,espada secret,2
swiss-stage,espada skade,1
swiss-stage,forze agf,1
swiss-stage,forze hellraisers,2
swiss-stage,forze imperial-br,1
swiss-stage,hellraisers skade,1
swiss-stage,hellraisers wisla-krakow,2
swiss-stage,imperial-br team-dignitas,1
swiss-stage,level-up hellraisers,2
swiss-stage,level-up sprout,2
swiss-stage,s-gaming forze,2
swiss-stage,secret forze,1
swiss-stage,sj espada,2
swiss-stage,sprout agf,1
swiss-stage,sprout wisla-krakow,1
swiss-stage,team-dignitas agf,2
swiss-stage,team-dignitas level-up,2
group-stage,agf giants-gaming,1
group-stage,galaxy-racer giants-gaming,1
group-stage,giants-gaming honoris,1
group-stage,hard-legion kova-esports,2
group-stage,ldlc kova-esports,2
group-stage,ldlc lilmix,1
group-stage,ldlc lilmix,1
group-stage,lilmix hard-legion,1
playoff,forze x6tence,2
playoff,mad-lions alternate,1
playoff,mad-lions wisla-krakow,2
playoff,project-x alternate,2
playoff,sprout copenhagen-flames,1
playoff,vp k23,2
playoff,wisla-krakow k23,1
playoff,wisla-krakow sprout,1
playoff,x6tence mad-lions,2
swiss-stage,alternate k23,1
swiss-stage,alternate project-x,2
swiss-stage,galaxy-racer ldlc,1
swiss-stage,heretics k23,1
swiss-stage,k23 c0ntact,1
swiss-stage,k23 copenhagen-flames,1
swiss-stage,k23 galaxy-racer,1
swiss-stage,kova-esports alternate,2
swiss-stage,sj alternate,2
swiss-stage,sj ldlc,1
swiss-stage,vp izako-boars,1
swiss-stage,,
swiss-stage,vp lilmix,1
group-stage,big-academy giants-gaming,2
group-stage,,
group-stage,giants-gaming project-x,1
group-stage,,
group-stage,ldlc nexus,1
playoff,espada s-gaming,1
playoff,forze nemiga,2
playoff,,
playoff,gambit espada,1
playoff,gambit nemiga,1
playoff,gambit skade,1
playoff,nemiga giants-gaming,1
playoff,,
playoff,skade alternate,1
swiss-stage,alternate giants-gaming,2
swiss-stage,alternate heretics,1
